,Title,Artist,ReleaseDate,Lyrics,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
428,Say It Right,Kidz Bop Kids,2007-07-31,"Hey, you don't mean nothin' to me

In the day, in the night, say it right, say it all
Either got it or you don't, you either stand or you fall
When your will is broken, when it slips from your hand
When there's no time for joking, there's a hole in the plan

Oh, you don't mean nothin' at all to me
No, you don't mean nothin' at all to me
But you got what it takes to set me free
Oh, you could mean everything to me

I can't say that I'm not lost and at fault
I can't say that I don't love the light and the dark
I can't say that I don't know that I am alive
And of all, what I feel I could show you tonight, you tonight

Oh, you don't mean nothin' at all to me
No, you don't mean nothin' at all to me
But you got what it takes to set me free
Oh, you could mean everything to me

From my hands I could give you
Somethin' that I made
From my mouth I could sing you
Another brick that I laid

Oh, you don't mean nothin' at all to me
No, you don't mean nothin' at all to me
But you got what it takes to set me free",10,0.0962,0.828,0.757,0,0.0438,-9.609,0.21,0.963,116.914
429,Say Something,Kidz Bop Kids,2014-07-15,"Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere I would've followed you
Say something, I'm giving up on you
And I am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm just learning to love
Just starting to crawl
Say something, I'm not giving up on you
I'm sorry that I couldn't get to you
I would've followed you but silence from you
Say something, I'm giving up on you
Say something, I'm not giving up on you
Say something, I'm not giving up on you",21,0.836,0.312,0.271,2.04e-05,0.0999,-6.605,0.0311,0.11,97.115
430,Say You Won't Let Go,Kidz Bop Kids,2017-07-14,"[Verse 1]
I met you in the dark
You lit me up
You made me feel as though
I was enough
We danced the night away
We sang so much
I held your hand
That way you were singing, oh

[Pre-Chorus]
Then you smiled over your shoulder
For a minute, I was feeling older
I said I thought you were the best
And you asked me to stand closer
I said, I already told ya
I think that you should get some rest

[Chorus 1]
I knew I loved you then
But you'd never know
'Cause I played it cool when I was scared of letting go
I knew I needed you
But I never showed
But I wanna stay with you
Until we're grey and old
Just say you won't let go
Just say you won't let go


[Pre-Chorus 2]
When you looked over your shoulder
For a minute, I forget that I'm older
I wanna dance with you right now, oh
And you look as beautiful as ever
And I swear that everyday you'll get better
You make me feel this way somehow

[Chorus 2]
I'm so in love with you
And I hope you know
Darling your love is more than worth its weight in gold
We've come so far my dear
Look how we've grown
And I wanna stay with you
Until we're grey and old
Just say you won't let go
Just say you won't let go

[Bridge]
I wanna live with you
Even when we're ghosts
'Cause you were always there for me
When I needed you most

[Chorus 3]
I'm gonna love you till
My lungs give out
I promise till death we part
Like in our vows
So I wrote this song for you
Now everybody knows
That it's just you and me
Until we're grey and old
Just say you won't let go
Just say you won't let go

[Outro]
Just say you won't let go
Oh, just say you won't let go",28,0.621,0.572,0.558,0,0.107,-3.139,0.0467,0.4,94.766
431,"Scooby Doo, Where Are You?",Kidz Bop Kids,2012-09-11,"1, 2, 3, 4

Scooby Dooby Doo, where are you?
We got some work to do now
Scooby Dooby Doo, where are you?
We need some help from you now

Come on Scooby Doo, I see you
Pretending you got a sliver
But you're not fooling me 'cause I can see
The way you shake and shiver

You know we got a mystery to solve
So Scooby Doo be ready for your act, don't hold back
And Scooby Doo if you come through
You're gonna have yourself a Scooby Snack, that's a fact

Scooby Dooby Doo, here are you
You're ready and you're willin'
If we can count on you Scooby Doo
I know we'll catch that villian

[Incomprehensible], 1, 2, 3, 4

Scooby Dooby Doo, where are you?
We got some work to do now
Scooby Dooby Doo, where are you?
We need some help from you now

Scooby Dooby Doo, here are you
You're ready and you're willin'
If we can count on you Scooby Doo
I know we'll catch that villian

[Incomprehensible]",38,0.00458,0.55,0.952,0,0.356,-6.133,0.0704,0.961,135.977
432,"Scooby Doo, Where Are You?",Kidz Bop Kids,2012-09-11,"Scooby dooby doo where are you? we got some work to do now. i see you scooby doo, yeah i see you you're ready and you're with us. now scooby doo we have a mystery to solve so come on back. don't look back!!!!!!! if you come back we will give you a scooby snack [scooby snack!!!!] scooby dooby doo where are you ? we got some work to do now",38,0.00458,0.55,0.952,0,0.356,-6.133,0.0704,0.961,135.977
433,Scream & Shout,Kidz Bop Kids,2013-07-16,"I wana scream and shout
And let it all out 
And scream and shout
And let it out ! say
OOOOOOOOOO
Ohhhhhhhhhhhhh I say
OOOOOOOOOOhhhhhhh
Hhhhhhhh I want to
Scream and shout and let it all out!",22,0.0382,0.785,0.591,0,0.102,-8.068,0.0653,0.493,130.002
434,Second Chance,Kidz Bop Kids,2009-07-21,"My eyes are open wide
And by the way I made it through the day
I watched the world outside
By the way I'm leaving out today

I just saw Hayley's comet, she waved
Said why you always running in place?
Even the man in the moon disappeared
Somewhere in the stratosphere

Tell my mother, tell my father I've done the best I can
To make them realize this is my life, I hope they understand
I'm not angry, I'm just saying sometimes goodbye is a second chance

Please don't cry one tear for me
I'm not afraid of what I have to say
This is my one and only voice
So listen close, it's only for today

I just saw Hayley's comet, she waved
Said why you always running in place?
Even the man in the moon disappeared
Somewhere in the stratosphere

Tell my mother, tell my father I've done the best I can
To make them realize this is my life, I hope they understand
I'm not angry, I'm just saying sometimes goodbye is a second chance
This is my chance

Tell my mother, tell my father I've done the best I can
To make them realize this is my life, I hope they understand
I'm not angry, I'm just saying sometimes goodbye is a second chance
Sometimes goodbye is a second chance
Sometimes goodbye is a second chance",10,0.00265,0.302,0.748,0.096,0.135,-7.806,0.119,0.174,199.962
435,See You Again,Kidz Bop Kids,2015-07-10,"[Chorus]
It's been a long day without you, my friend
Oh, I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Verse 1]
Damn, who knew?
All the planes we flew, good things we been through
That I'd be standing right here talking to you
'Bout another path, I know we loved to hit the road and laugh
But something told me that it wouldn't last
Had to switch up, look at things different, see the bigger picture
Those were the days, hard work forever pays
Now I see you in a better place, uh

[Refrain]
How can we not talk about family
When family's all that we got?
Everything I went through
You were standing there by my side
And now you gon' be with me for the last ride

[Chorus]
It's been a long day without you, my friend
Oh, I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Post-Chorus]
Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh
Yeah

[Verse 2: Wiz Khalifa]
First, you both go out your way and the vibe is feeling strong
And what's small turned to a friendship, a friendship turned to a bond
And that bond will never be broken, the love will never get lost
And when brotherhood come first, then the line will never be crossed
Established it on our own when that line had to be drawn
And that line is what we reached, so remember me when I'm gone

[Refrain]
How can we not talk about family
When family's all that we got?
Everything I went through
You were standing there by my side
And now you gon' be with me for the last ride

[Bridge]
So let the light guide your way, yeah
Hold, home, home

[Chorus]
It's been a long day without you, my friend
Oh, I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Post-Chorus]
Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh
Yeah",24,0.413,0.562,0.553,0,0.088,-6.138,0.0502,0.374,80.033
436,Shake It Off,Kidz Bop Kids,2015-01-13,"I stay up too late
Got nothing in my brain
And that's what people say
That's what people say
I go on too many dates
But I can't make them stay
At least that's what people say
That's what people say
But I keep cruising
Can't stop, won't stop moving
It's like I got this music
In my mind, saying it's gonna be alright
Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby I'm just gonna shake, shake, shake, shake, shake
Shake it off
Heart break is gonna break, break, break, break, break
And I think it's gonna fake, fake, fake, fake, fake
Baby I'm just gonna shake, shake, shake, shake, shake
Shake it off, Shake it off
I never miss a beat
I'm lighting up my feet
And that's what they don't see
That's what they don't see
I'm dancing on my own
I make the moves as I go
That's what they don't know
That's what they don't know
But I keep cruising
Can't stop, won't stop grooving
It's like I got this music
In my mind, saying it's gonna be alright
Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby I'm just gonna shake, shake, shake, shake, shake
Shake it off
Heart break is gonna break, break, break, break, break
And I think it's gonna fake, fake, fake, fake, fake
Baby I'm just gonna shake, shake, shake, shake, shake
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off
Hey, hey, hey
Just think while you been getting down
And out about the liars
And the dirty dirty cheats in the world
You could have been getting down to this sick beat
My ex boy brought his new girlfriend
She's like oh my god
But I'm just gonna shake
And to the fella over there with the really good hair
Won't you get on over baby we could shake, shake, shake
Yeah
Players gonna play, play, play, play, play
Haters gonna hate, hate, hate, hate, hate
I'm just gonna shake, shake, shake, shake, shake
Shake it off, Shake it off
Heart break is gonna break, break, break, break, break
Think it's gonna fake, fake, fake, fake, fake
I'm just gonna shake, shake, shake, shake, shake
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off
Shake it off, Shake it off",54,0.0471,0.681,0.874,0,0.102,-4.618,0.183,0.927,160.125
437,Shallow,Kidz Bop Kids,2019-11-15,"[Verse 1]
Tell me somethin', girl
Are  you happy in this modern world?
Or  do you need more?
Is there somethin' else you're searchin' for?

[Refrain]
I'm fallin'
In  all the good times
I  find myself longing for change
And in the bad times, I fear myself

[Verse 2]
Tell  me something, boy
Aren't you tired tryna fill that void?
Or do you need more?
Ain't it hard keepin' it so hardcore?

[Refrain]
I'm  fallin'
In all the good times
I find myself longing for change
And, in the bad times, I fear myself

[Chorus]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

[Post-Chorus]
In the sha-ha, sha-la-low
In the sha-sha-la-la-la-low
In the sha-ha, sha-ha-ha-low
We're far from the shallow now

[Bridge]
Hoo, huh, uh, huhh-ow
Huh, huhh-huhhh

[Chorus]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

[Post-Chorus]
In the sha-ha, sha-la-low
In the sha-ha, sha-la-la-la-low
In the sha-ha, sha-ha-low
We're far from the shallow now",39,0.251,0.579,0.374,0,0.165,-7.774,0.0309,0.359,95.955
438,She Will Be Loved,Kidz Bop Kids,2005-02-22,"Beauty queen of only eighteen
She had some trouble with herself
He was always there to help her
She always belonged to someone else

I drove for miles and miles and wound up at your door
I?ve had you so many times but somehow I want more

I don?t mind spending everyday
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay awhile
And she will be loved and she will be loved

Tap on my window knock on my door
I want to make you feel beautiful
I know I tend to get so insecure
And doesn?t matter anymore

It?s not always rainbows and butterflies
It?s compromise that moves us along, yeah
My heart is full and my door?s always open
You can come anytime you want, yeah

I don?t mind spending everyday
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay awhile
And she will be loved and she will be loved
And she will be loved and she will be loved

I know where you hide alone in your car
Know all of the things that make you who you are
I know that goodbye means nothing at all
Comes back and makes me to catch her every time she falls, yeah

Tap on my window knock on my door
I want to make you feel beautiful

I don?t mind spending everyday
Out on your corner in the pouring rain, no
Look for the girl with the broken smile
Ask her if she wants to stay awhile
And she will be loved and she will be loved
And she will be loved and she will be loved

I don?t mind spending everyday
Out on your corner in the pouring rain
Please don't try so hard to say goodbye",10,0.227,0.505,0.409,0,0.18,-8.957,0.0597,0.548,204.084
439,Shower,Kidz Bop Kids,2015-01-13,"I don't know, it's just something about ya
Got me feeling like I can't be without ya
Anytime someone mention your name
I be feeling as if I'm around ya
Ain't no words to describe you baby
All I know is that you take me high
Can you tell that you drive me crazy?
Cause I can’t get you out my mind
Thinkin of ya when I'm goin to bed
When I wake up think of ya again
You are my homie, lover and friend
Exactly why
You light me up inside
Like the 4th of July
Whenever your around
I always seem to smile
And people ask me how
Well your the reason why
I'm dancing in the mirror and singing in the shower
Ladade ladada ladada
Singing in the shower
Ladade ladada ladada
Singing in the shower
All I want, all I need is your lovin
Baby you make me hot like an oven
Since you came you know what I've discovered
Baby I don't need me another
No, no all I know (know)
Only you got me feelin so (so)
And you know that I have to have ya
And I don't plan to let you go
Thinkin of ya when I'm goin to bed
When I wake up think of ya again
You are my homie, lover and friend
Exactly why
You light me up inside
Like the 4th of July
Whenever your around
I always seem to smile
And people ask me how
Well your the reason why
I'm dancing in the mirror and singing in the shower
Ladade ladada ladada
Singing in the shower
They ain't no guarantee
But I'll take a chance on we
Baby let's take our time
(Singing in the shower)
And when the times get rough
There ain't no given up
Cause it just feels so right
(Singing in the shower)
Don't care what others say
If I got you I'm stray
You bring my heart to life yeah
You light me up inside
Like the 4th of July
Whenever your around
I always seem to smile
And people ask me how
Well your the reason why
I'm dancing in the mirror and singing in the shower
Ladade ladada ladada (hey)
Singing in the shower
Ladade ladada ladada
You got me singing in the shower
Ladade ladada ladada
Singing in the shower
Ladade ladada ladada",23,0.00238,0.623,0.527,2.32e-06,0.473,-5.485,0.0351,0.124,119.911
440,Silver Bells,Kidz Bop Kids,2018-09-14,"Silver bells, silver bells
It's Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be

City sidewalks, busy sidewalks
Dressed in holiday style
In the air there's a feeling of Christmas
Children laughing, people passing
Meeting smile after smile
And on every street corner you'll hear

Silver bells, silver bells
It's Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be Christmas day

Strings of street lights, even stop lights
Blink a bright red and green
As the shoppers rush home with their treasures
Hear the snow crunch, see the kids bunch
This is Santa's big scene
And above all this bustle you'll hear

Silver bells, silver bells
It's Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be Christmas day

Christmas day is almost here
Take the time to breathe the air
The bells ring out, tell us about
How love was born this day

Silver bells
(The corner Santa Claus)
Silver bells
(He's busy now because)
It's Christmas time in the city

Ring-a-ling
(It fills the winter air)
Hear them ring
(Hear them everywhere)
Soon it will be Christmas day

Silver bells
(The corner Santa Claus)
Silver bells
(He's busy now because)
It's Christmas time in the city

Ring-a-ling
(It fills the winter air)
Hear them ring
(Hear them everywhere)
Soon it will be Christmas day",34,0.0432,0.596,0.763,0,0.0577,-4.579,0.0279,0.719,129.002
441,Since U Been Gone,Kidz Bop Kids,2005-08-02,"Here's the thing, we started out friends
It was cool but it was all pretend
Yeah, yeah, since you been gone

You dedicated, took the time
Wasn't long 'til I called you mine
Yeah, yeah, since you been gone

And all you'd ever hear me say
Is how I picture me with you
That's all you'd ever hear me say

But since you been gone
I can breathe for the first time
I'm so moving on, yeah, yeah
Since you been gone

How can I put it? You put me on
I even fell for that stupid love song
Yeah, yeah, since you been gone

How come I never hear you say
I just wanna be with you?
Guess you never felt that way

But since you been gone
I can breathe for the first time
I'm so moving on, yeah, yeah
Since you been gone

You had your chance, you blew it
Out of sight, out of mind
Shut your mouth, I just can't take it
Again and again and again and again

Since you been gone
I can breathe for the first time
I'm so moving on, yeah, yeah

I can breathe for the first time
I'm so moving on, yeah, yeah
You should know that I get, I get what I want
Since you been gone, since you been gone
Since you been gone",14,0.196,0.749,0.723,2.65e-05,0.118,-7.295,0.0496,0.388,131.025
442,Sit Next To Me,Kidz Bop Kids,2019-01-18,"[Verse 1]
And it’s over, it’s over, I’m circling these vultures
Just got me praying that it's longer, feeling something rotten
Last time I saw you, said “What’s up?” and pushed right through
Then I tried to catch you, but we’re always on the move
And now it’s over, we’re older, symptoms of the culture
And the night ain’t getting younger, next day’s around the corner
Feeling kinda tempted and I’m pouring out the truth
Just fading out these talkers ‘cause now all I want is you
I'm sayin’

[Chorus]
Come over here, sit next to me
We can see where things go naturally
Just say the word and I’ll part the sea
Just come over here, sit next to me
And I’ll take you high

[Verse 2]
Well, I ain’t frontin' my intention, got your man outlined in chalk
It's a midnight intervention, got no plans to make it stop
Last time I saw you, said you wanna keep the light
But I’m here to tell you I’m not trying to change your mind
It’s alright, ooh, it’s alright, ooh

[Chorus]
Yeah, come over here, sit next to me
We can see where things go naturally
Just say the word and I’ll part the sea
Just come over here, sit next to me
And I’ll take you high

[Bridge]
It's alright
It's alright

[Chorus]
So come over here, sit next to me
We can see where things go naturally
Just say the word and I’ll part the sea
Just come over here, sit next to me

[Outro]
It's alright",38,0.0179,0.713,0.624,0,0.31,-4.719,0.0298,0.727,96.999
443,Cha Cha Slide,Kidz Bop Kids,2014-05-06,.,26,0.00362,0.737,0.925,6.47e-06,0.126,-6.472,0.107,0.752,130.968
444,Soak Up The Sun,Kidz Bop Kids,2003-03-04,"My friend the communist
Holds meetings in his RV
I can't afford his gas
So I'm stuck here watching TV
I don't have digital
I don't have diddly squat
It's not having what you want
It's wanting what you've got o

(CHORUS:)
I'm gonna soak up the sun
Gonna tell everyone
To lighten up (I'm gonna tell 'em that)
I've got no one to blame
For every time I feel lame
I'm looking up o I'm gonna soak up the sun
I'm gonna soak up the sun

I've got a crummy job
It don't pay near enough
To buy the things it takes
To win me some of your love
Every time I turn around
I'm looking up, you're looking down
Maybe something's wrong with you
That makes you act the way you do

(CHORUS)
I'm gonna soak up the sun
While it's still free
I'm gonna soak up the sun
Before it goes out on me
Don't have no master suite
I'm still the king of me
You have a fancy ride, but baby
I'm the one who has the key
Every time I turn around
I'm looking up, you're looking down
Maybe something's wrong with you
That makes you act the way you do
Maybe I am crazy too

(CHORUS)
I'm gonna soak up the sun
Got my 45 on
So I can rock on",13,0.201,0.727,0.605,2.79e-06,0.294,-7.239,0.0458,0.637,121.249
445,Somebody's Watching Me,Kidz Bop Kids,2012-09-11,"Who's watching?
Tell me who's watching
Who's watching me?

I'm just an average man, with an average life
I work from nine to five; hey hell, I pay the price
All I want is to be left alone in my average home;
But why do I always feel like I'm in the Twilight Zone, and

I always feel like somebody's watching me
And I have no privacy
Woh, I always feel like somebody's watching me
Tell me is it just a dream?

When I come home at night
I bolt the door real tight
People call me on the phone I'm trying to avoid
Well, can the people on T.V. see me
Or am I just paranoid?

When I'm in the shower
I'm afraid to wash my hair
'Cause I might open my eyes
And find someone standing there
People say I'm crazy
Just a little touched
But maybe showers remind me of
""Psycho"" too much
That's why. . 

I always feel like somebody's watching me
And I have no privacy
Woh, I always feel like somebody's watching me
Who's playing tricks on me?

Who's watching me?
I don't know anymore . . . are the neighbors watching
Who's watching?
Well, it's the mailman watching me: and I don't feel safe anymore
Tell me who's watching
Oh, what a mess. I wonder who's watching me now
(WHO?) the I.R.S.?

I always feel like somebody's watching me
And I have no privacy
Woh, I always feel like somebody's watching me
Who's playing tricks on me?

I always feel like somebody's watching me
I always feel like somebody's watching me
I always feel like somebody's watching me
I always feel like somebody's watching me
I always feel like somebody's watching me

I always feel like somebody's watching me
And I have no privacy
Woh, I always feel like somebody's watching me
I can't enjoy my tea

I always feel like somebody's watching me
I want my privacy
Woh, I always feel like somebody's watching me
Woh, I always feel like somebody's watching me
Stop playing tricks on me
Woh, I always feel like somebody's watching me",39,0.0115,0.828,0.731,0,0.44,-6.726,0.0468,0.968,121.996
446,Somebody That I Used To Know,Kidz Bop Kids,2012-07-17,"Now and then I think of when we were together
Like when you said you felt so happy you could cry
Told myself that you were right for me
But felt so lonely in your company
But that was love and it's an ache I still remember
You can get addicted to a certain kind of sadness
Like resignation to the end
Always the end
So when we found that we could not make sense
Well you said that we would still be friends
But I'll admit that I was glad that it was over
But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know
Now you're just somebody that I used to know
Now you're just somebody that I used to know
Now and then I think of all the times you screwed me over
But had me believing it was always something that I'd done
And I don't wanna live that way
Reading into every word you say
You said that you could let it go
And I wouldn't catch you hung up on somebody that you used to know
But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know
Somebody (I used to know)
Now you're just somebody that I used to know
Somebody (I used to know)
Now you're just somebody that I used to know
I used to know
That I used to know
I used to know
Somebody",21,0.452,0.827,0.49,0.000202,0.154,-7.289,0.0344,0.529,129.016
447,Somebody To Love,Kidz Bop Kids,2011-01-18,"Ohhhhh ohoooooo
For you Id write a symphony!

Id tell the violin
Its time to sink a swim
Watch n play for ya!

For you Id be
Whoa Whoaaa
Runnin a thousand miles
Just to get you where you are

Step to the beat of my heart
I dont need a whole lot
Comin form you I admit Id
Rather give you the world
Or we can share mine!

I know I won't be
The first one givin you all
This attention
Baby listen

I just need somebody to looooooooove
I,I dont need too much
Just Somebody to love

Somebody to looooooooove
I dont need nothin else
I promise girl I swear
I just need somebody to love

I need somebody
I,I need somebody
I need somebody
I,I need somebody

Everyday I bring the sun around
I sweep away the clouds
Smile for me (Smile for me)

I would take
Every second
Every single time spend it like my last dime

Step to the beat of my heart
I dont need a whole lot
Comin form you I admit Id
Rather give you the world
Or we can share mine!

I know I won't be the first one
Givin you all this attention
Baby listen!

I just need somebody to looooooooove
(Oooh No No No No No No)
I,I dont need too much
Just somebody to love

Somebody to loooooooove
(Oooh I)
I dont need nothin else
I promise girl I swear

I just need somebody to loooooove
I need somebody
I-I need somebody
I need somebody
I-I need somebody

Somebody to loooooove
I need somebody
I-I need somebody
I need somebody
I-I need somebody
(I just need somebody to love.)

And you can have it all
Anything you want
I can bring, give you
The finer things (yeah)

But what I really want
I can't find cause
Money can't find me
Somebody to love
(Ooh)

Find me somebody to love
(Ooh Hoh)
[love, love,love]

I need somebody to loooooooove, (Yeah)
I-I dont need to much
Just somebody to love

Somebody to loooooooove
I dont need nothing else
I promise girl I swear

I just need somebody to loooooove
I need somebody
I,I need somebody
I need somebody
I,I need somebody

Somebody to loooooove
I need somebody
I,I need somebody
I need somebody
(I swear i just need somebody to love)

I need somebody
I need somebody
I need somebody
I-I need somebody

I need somebody
I,I need somebody
I need somebody
I,I need somebody
.
Is she out there? 3x
I just need somebody to love",14,0.00152,0.644,0.911,0.00114,0.822,-5.61,0.0276,0.96,129.909
448,Some Nights,Kidz Bop Kids,2013-01-15,"Some nights I stay up cashing in my bad luck
Some nights I call it a draw
Some nights I wish that my lips could build a castle
Some nights I wish they'd just fall off
But I still wake up, I still see your ghost
Oh, no, I'm still not sure what I stand for oh
What do I stand for?
What do I stand for?
Most nights I don't know anymore...
Oh, whoa, oh, whoa, oh
This is it, boys, this is war - what are we waiting for?
Why don't we break the rules already?
I was never one to believe the hype
Save that for the black and white
I try twice as hard and I'm half as liked
But here they come again to jack my style
That's alright (that's alright)
I found a martyr in my head tonight
She stops my bones from wondering just who I am, who I am, who I am
Oh, who am I? Mmm... Mmm...
Well, some nights I wish that this all would end
'Cause I could use some friends for a change
And some nights I'm scared you'll forget me again
Some nights I always win, I always win...
But I still wake up, I still see your ghost
Oh, no, I'm still not sure what I stand for, oh
What do I stand for?
What do I stand for?
Most nights I don't know... Come on
(Come on, come on)
Well, that is it guys, that is all - five minutes in and I'm bored again
Ten years of this, I'm not sure if anybody understands
This one is not for the folks at home;
Sorry to leave, mom, I had to go
Who the heck wants to be alone all dried up in the desert sun?
My heart is breaking for my sister and the con that she call ""love""
When I look into my nephew's eyes...
Man, you wouldn't believe the most amazing things that can come from...
Some terrible nights... (..music pause..)
Oh, Oh, whoa, oh, whoa, oh, oh
The other night you wouldn't believe the dream I just had about you and me
I called you up but we'd both agree
It's for the best you didn't listen
It's for the best we get our distance... Oh...
It's for the best you didn't listen
It's for the best we get our distance... Oh...",21,0.00738,0.635,0.689,0,0.293,-8.661,0.0316,0.249,108.034
449,Someone Like You,Kidz Bop Kids,2012-01-17,"I heard that you're settled down
That you found a girl and you're happy now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face and that you'd be reminded
That for me, it isn't over
CHORUS
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I begged, I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face and that you'd be reminded
That for me, it isn't over yet
CHORUS
Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?
CHORUS (x2)",16,0.74,0.546,0.377,0,0.128,-8.931,0.0276,0.381,135.12
450,Something Just Like This,Kidz Bop Kids,2017-07-14,"[Verse 1]
I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list

[Pre-Chorus]
But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss

[Bridge]
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

[Chorus]
Oh, I want something just like this
I want something just like this

[Verse 2]
I've been reading books of old
The legends and the myths
The testaments they told
The moon and its eclipse
And Superman unrolls
A suit before he lifts
But I'm not the kind of person that it fits

[Pre-Chorus]
She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can miss

[Chorus]
I want something just like this
I want something just like this

[Bridge]
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

[Pre-Chorus]
Where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this

[Chorus]
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this",30,0.0788,0.541,0.719,0,0.262,-3.35,0.0353,0.594,205.757
451,Sorry,Kidz Bop Kids,2016-01-15,"[Intro]
Ah ah
Ah ah

[Verse 1]
You gotta go and get angry at all of my honesty
You know I try but I don't do too well with apologies
I hope I don't run out of time could someone call a referee
Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
And by once or twice I mean maybe a couple of hundred times
So let me oh let me redeem oh redeem oh myself tonight
Cause I just need one more shot second chances

[Pre-Chorus]
Yeah
Is it too late now to say sorry
Cause I'm missing you, and now I'm sorry oh
Is it too late now to say sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now

[Chorus]
Ah ah
I'm sorry yeah
Ah ah
Sorry yeah
Ah ah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

[Verse 2]
Ah ah
I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words, and forget this

[Pre-Chorus]
Yeah
Is it too late now to say sorry
Cause I'm missing you, and now I'm sorry oh
Is it too late now to say sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now

[Bridge]
I'm not just trying to get you back with me (oh, no, no)
Cause I'm missing you and now I'm sorry (I'm sorry, oh oh)
Is it too late now to say sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now

[Chorus]
Ah ah
I'm sorry yeah
Ah ah
Sorry, yeah
Ah ah
Sorry
Yeah, I know, that I let you down (let you down)
Is it too late to say I'm sorry now",45,0.0304,0.598,0.631,0,0.281,-5.734,0.0708,0.56,99.934
