Title,Artist,ReleaseDate,Lyrics,Genres,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,SwearCount,SentimentAverage,SwearlessSentimentAverage
Fire Burning,Sean Kingston,2009-09-04,"[Intro]
Somebody call 9-1-1
Shawty fire burning on the dance floor (woh-oha)
(Fire burning)
What a guann?
(Fire burning)
Kingston
Let's go, hey (Hey, hey)
Red One (Hey)
Hey, Hey (Hey)

[Verse 1]
Shawty got that super thing
Hotter than the sun of South of Spain
Got me soon as I walked through the door, oha
My pocket started tickle-ing
The way she dropped it low that thang
Got me wanna spend my money on her, her

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor (woh-oha)
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

[Verse 2]
That body is a masterpiece
The order is one in every hundred years
But ain't no doubt I'm taking it home, home
I'm afraid we'll blow them legs
Little mama game is about to change
She'll be on covers over the world, world

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor, woh-oha
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

[Bridge]
She got that fire in her dance that make them fellas run around, hey
No exit from the dance floor so them boys want more, hey
She got that fire in her dance that make them fellas run around
My day, get outta my way, everybody, sing now
No exit from the dance floor so them boys want more
What's that boy, let's go, my day, let's go

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor, woh-oha
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
Somebody call 9-1-1","['dance pop', 'miami hip hop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",70,0.0192,0.8390000000000001,0.804,0.0,0.331,-2.513,0.0329,0.888,122.973,0,-0.16272189349112426,-0.16272189349112426
Fireflies,Owl City,2009-01-01,"[Verse 1]
You would not believe your eyes
If ten million fireflies
Lit up the world as I fell asleep
'Cause they'd fill the open air
And leave teardrops everywhere
You'd think me rude but I would just stand and stare

[Chorus]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems

[Verse 2]
'Cause I'd get a thousand hugs
From ten thousand lightning bugs
As they tried to teach me how to dance
A foxtrot above my head
A sock hop beneath my bed
The disco ball is just hanging by a thread

[Chorus]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)

[Bridge]
Leave my door open just a crack
(Please take me away from here)
'Cause I feel like such an insomniac
(Please take me away from here)
Why do I tire of counting sheep?
(Please take me away from here)
When I'm far too tired to fall asleep (Haha)

[Verse 3]
To ten million fireflies
I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell (Said farewell)
But I'll know where several are
If my dreams get real bizarre
'Cause I saved a few and I keep them in a jar (Jar, jar, jar)

[Chorus (Extended)]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams","['pop', 'pop rock', 'post-teen pop']",80,0.0274,0.513,0.6609999999999999,0.0,0.11800000000000001,-6.8,0.0439,0.461,180.118,0,0.018691588785046728,0.018691588785046728
Firework,Karen Olivo,2019-08-30,"Satine:
Do you ever feel, feel so paper thin
Like a house of cards
One blow from caving in
Do you ever feel already buried deep
Six feet under scream
But no one seems to hear a thing

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow

Maybe a reason why all the doors are closed
So you can open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

'Cause baby you're a firework
Come on show 'em what your worth
Make 'em go ""Oh, oh, oh!""
As you shoot across the sky-y-y

Baby you're a firework
Come on let your colors burst
Make 'em go ""Oh, oh, oh!""
You're gonna leave 'em going ""Oh,oh,oh!""

Do you ever feel, feel so paper thin
Like a house of cards
One blow from caving in","['broadway', 'hollywood', 'show tunes']",46,0.46299999999999997,0.474,0.358,0.0,0.146,-8.103,0.0623,0.11,113.59700000000001,0,0.09917355371900827,0.09917355371900827
First Time,Seven Lions,2018-10-12,"(Verse 1)
In the darkness
All I see is you
You
When I'm lost
You lead me home
It's true
Oh

(Pre-Chorus)
So don't stop now
I'm falling for you, I can't lie
I wanted you to stay
'Cause it's hard to run away

So don't stop now
I'm falling for you, I can't lie
I wanted you to stay
'Cause it's hard to run away
It's hard to run away

(Chorus)
Oh, Feels like we're falling for the first time
Oh, This is exactly what it feels like
When I can't go to sleep unless you're laying next to me
Oh, Feels like we're falling for the first time

(Drop)
Feels like we're falling for the first time
Feels like we're falling for the first time

(Verse 2)
I, I knew that you were worth it
I, don't know if I deserve this
You, have given me a purpose
You, yeah you were always worth it
I, I know that you're worth it
I, don't know if I deserve this
You, have given me a purpose
You, yeah you were always worth it

(Pre-Chorus)
So don't stop now
I'm falling for you, I can't lie
I wanted you to stay
'Cause it's hard to run away

So don't stop now
I'm falling for you, I can't lie
I wanted you to stay
'Cause it's hard to run away
It's hard to run away

(Chorus)
Oh, Feels like I'm falling for the first time
Oh, This is exactly what it feels like
When I can't go to sleep unless you're laying next to me
Feels like we're falling for the first time

Oh, Feels like I'm falling for the first time
Oh, This is exactly what it feels like
When I can't go to sleep unless you're laying next to me
Feels like we're falling for the first time

(Bridge)
When I can't go to sleep unless you're laying next to me
Feels like we're falling for the first time

(Drop)
Feels like we're falling for the first time
Feels like we're falling for the first time","['brostep', 'edm', 'electro house', 'pop edm']",66,0.251,0.42200000000000004,0.677,3.55e-06,0.16,-5.76,0.0365,0.146,150.131,0,0.046632124352331605,0.046632124352331605
Float On,Modest Mouse,2004-04-05,"[Verse 1]
I backed my car into a cop car the other day
Well, he just drove off, sometimes life's okay
I ran my mouth off a bit too much, oh, what did I say?
Well, you just laughed it off, it was all okay

[Chorus]
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on anyway, well

[Verse 2]
A fake Jamaican took every last dime with that scam
It was worth it just to learn some sleight of hand
Bad news comes, don't you worry even when it lands
Good news will work its way to all them plans
We both got fired on exactly the same day
Well, we'll float on, good news is on the way

[Chorus]
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, okay
And we'll all float on, alright

[Bridge]
Already, we'll all float on
No, don't you worry, we'll all float on, alright
Already, we'll all float on, alright
Don't worry, we'll all float on

[Bridge]
(Alright, already) And we'll all float on
Alright, already, we'll all float on, alright
Don't worry, even if things end up a bit too heavy
We'll all float on
Alright, already, we'll all float on
Alright, already, we'll all float on
Okay, don't worry, we'll all float on
Even if things get heavy, we'll all float on
Alright, already, we'll all float on (Alright!)
Now don't you worry, we'll all float on (Alright!)
We'll all float on","['alternative rock', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'washington indie']",72,0.013000000000000001,0.649,0.888,2.23e-06,0.0888,-4.8069999999999995,0.0293,0.5529999999999999,100.975,0,-0.12162162162162163,-0.12162162162162163
Fly,Frank Sinatra,1962-12-10,"[Verse]
Fly me to the moon
Let me play among the stars
And let me see what spring is like
On a-Jupiter and Mars
In other words, hold my hand
In other words, baby, kiss me

[Chorus 1]
Fill my heart with song
And let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love you

[Chorus 2]
Fill my heart with song
Let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, in other words
I love
You","['adult standards', 'easy listening', 'lounge']",78,0.45299999999999996,0.6679999999999999,0.26,0.0,0.0621,-14.255999999999998,0.0523,0.368,119.416,0,0.44,0.44
Follow Me,Uncle Kracker,2000-06-13,"[Verse 1]
You don't know how you met me, you don't know why
You can't turn around and say goodbye
All you know is when I'm with you, I make you free
And swim through your veins like a fish in the sea
I'm singin'

[Chorus]
Follow me, everything is alright
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me

[Verse 2]
I'm not worried 'bout the ring you wear
'Cause as long as no one knows, then nobody can care
You're feelin' guilty and I'm well aware
But you don't look ashamed, and baby I'm not scared
I'm singin'

[Chorus]
Follow me, everything is alright
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me

[Bridge]
Won't give you money, I can't give you the sky
You're better off if you don't ask why
I'm not the reason that you go astray and
We'll be alright if you don't ask me to stay

[Chorus]
(Follow me, everything is alright)
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me

[Verse 1]
You don't know how you met me, you don't know why
You can't turn around and say goodbye
All you know is when I'm with you, I make you free
And swim through your veins like a fish in the sea(17837211)
I'm singin'

[Chorus]
Follow me, everything is alright
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me
I'm singin'
Follow me, everything is alright
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me
I'm singin'

[Outro]
Follow me, everything is alright
I'll be the one to tuck you in at night
And if you want to leave, I can guarantee
You won't find nobody else like me","['country', 'country road', 'pop rock', 'post-grunge']",72,0.439,0.8170000000000001,0.585,0.0,0.147,-4.688,0.0301,0.9159999999999999,105.014,0,0.031746031746031744,0.031746031746031744
I Don't Wanna Live Forever,Eddie van der Meer,2017-02-11,[Instrument],"['otacore', 'scorecore']",35,0.629,0.505,0.623,0.9329999999999999,0.0881,-6.95,0.0432,0.21100000000000002,121.01899999999999,0,0.0,0.0
Never Forget You,Conor Maynard,2016-08-05,"[Verse 1]
I used to be so happy
But without you here I feel so low
I watched you as you left but I can never seem to let you go
'Cause once upon a time you were my everything
It's clear to see that time hasn't changed a thing
It's buried deep inside me but I feel there's something you should know

[Chorus]
I will never forget you
You'll always be by my side
From the day that I met you
I knew that I would love you 'til the day I die
And I will never want much more
And in my heart I will always be sure
I will never forget you
And you will always be by my side 'til the day I die

[Bridge]
'Til the day I die
'Til the day I die
'Til the day I die

[Verse 2]
Funny how we both end up here but everything seems alright
I wonder what would happen if we went back and put up a fight
'Cause once upon a time you were my everything
It's clear to see that time hasn't changed a thing
So what in this world do you think could ever take you off my mind
Oh i want you baby

[Chorus]
I will never forget you
And you'll always be by my side
From the day that I met you
I knew that I would love you 'til the day I die
I will never want much more
And in my heart I will always be sure
I will never forget you, no
Oh i want you baby

[Chorus]
I will never forget you
And you'll always be by my side
From the day that I met you
I knew that I would love you 'til the day I die
I will never want much more
And in my heart I will always be sure
Until the day I die","['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",51,0.57,0.39299999999999996,0.614,0.0,0.397,-6.683,0.0949,0.195,145.921,0,-0.04827586206896552,-0.04827586206896552
For You I Will (Confidence),Teddy Geiger,2006-03-21,"[Intro]
Alright, yeah

[Verse 1]
I'm wandering the streets in a world underneath it all
Nothing seems to be
Nothing tastes as sweet as what I can't have
Like you and the way that you're twisting your hair 'round your finger
Tonight I'm not afraid to tell you
What I feel about you

[Chorus]
Oh, I'm gonna muster every ounce of confidence I have
And cannon ball into the water
I'm gonna muster every ounce of confidence I have
For you I will

[Verse 2]
Forgive me if I st-stutter from all of the clutter in my head
Cause I could fall asleep in those eyes
Like a water-bed
Do I seem familiar? I've crossed you in hallways a thousand times
No more camouflage, I wanna be exposed
And not be afraid to fall

[Chorus 2]
Oh, I'm gonna muster every ounce of confidence I have
And cannon ball into the water
I'm gonna muster every ounce of confidence I have
For you I will
Always want what you can't have
But I've got to try
I'm gonna muster every ounce of confidence I have
For you I will
For you I will
For you I will
For you

[Bridge]
If I could dim the lights in the mall and create a moon
Yeah, I would
And shout out your name so it echoes in every room, yeah
That's what I'd do
That's what I'd do
To get through to you, yeah

[Chorus 2]
Oh, I'm gonna muster every ounce of confidence I have
And cannon ball into the water
I'm gonna muster every ounce of confidence I have
For you I will
You always want what you can't have
But I've got to try
I'm gonna muster every ounce of confidence I have
For you I will
For you I will
For you I will
For you I will","['acoustic pop', 'la pop', 'neo mellow', 'pop rock', 'transpop']",48,0.0041,0.315,0.7509999999999999,0.0,0.0984,-5.74,0.0517,0.272,119.566,0,0.16326530612244897,0.16326530612244897
FRIENDS,Marshmello,2018-02-09,"[Intro]
Ooh-oh, ooh-woh
Ooh-oh, ooh-woh

[Verse 1]
You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I known you since we were like ten, yeah

[Refrain]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
When you say you love me, that make me crazy
Here we go again

[Pre-Chorus]
Don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Verse 2]
Have you got no shame? You looking insane
Turning up at my door
It's two in the morning, the rain is pouring
Haven't we been here before?

[Refrain]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
Have you got no shame? You looking insane
Here we go again

[Pre-Chorus]
So don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious? (Haven't I made it?)
Haven't I made it clear? (Haven't I made it clear?)
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear? (Haven't I?)
Want me to spell it out for you? (To spell it out for you?)
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Bridge]
F-R-I-E-N-D-S
That's how you f****** spell ""friends""
F-R-I-E-N-D-S
Get that shit inside your head
No, no, yeah, uh, ah
F-R-I-E-N-D-S
We're just friends

[Pre-Chorus]
So don't go look at me with that look in your eye
You really ain't going nowhere without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious? (Have I not made it obvious?)
Haven't I made it clear? (Yeah, I made it very clear)
Want me to spell it out for you? (Yo)
F-R-I-E-N-D-S (I said F-R-I-E-N-D-S)
Haven't I made it obvious? (I made it very obvious)
Haven't I made it clear? (I made it very clear)
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Outro]
Mmm, ooh, ooh, ooh
Ah, ah-oh, ah-oh","['brostep', 'progressive electro house']",84,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,0.534,95.079,3,0.012244897959183673,0.06198347107438017
Frosty The Snowman,Ella Fitzgerald,1960-01-01,"Frosty the snowman
Was a jolly happy soul
With a corncob pipe and a button nose
And two eyes made out of coal

Frosty the snowman
Is a fairytale they say
He was made of snow
But the children know

How he came to life one day
There must have been some magic
In that old silk hat they found
For when they placed it on his head

He began to dance around
Frosty the snowman
Was alive as he could be
And the children say

He could laugh and play
Just the same as you and me
Frosty the snowman
Knew the sun was hot that day

So he said let's run
And we'll have some fun
Now before I melt away
Down to the village

With a broomstick in his hand
Running here and there all around the square
Saying catch me if you can
He led them down the streets of town

Right to the traffic cop
And he only paused a moment when
He heard him holler stop
Frosty the snowman

Had to hurry on his way
But he waved goodbye
Saying don't you cry
I'll be back again some day

Thumpety thump thump
Thumpety thump thump
Look at frosty go
Thumpety thump thump
Thumpety thump thump
Over the hills of snow","['adult standards', 'jazz blues', 'swing', 'vocal jazz']",73,0.733,0.579,0.502,0.0,0.281,-7.57,0.0513,0.836,76.816,0,0.0660377358490566,0.0660377358490566
Galway Girl,Ed Sheeran,2017-03-03,"[Chorus]
She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""

[Verse 1]
I met her on Grafton street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean, the Gaelic ink on your arm?
Said it was one of my friend's songs, do you want to drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table with Johnny riding a shotgun
Chatted some more, one more drink at the bar
Then put Van on the jukebox, got up to dance

[Chorus]
You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
With my pretty little Galway Girl
You're my pretty little Galway Girl

[Verse 2]
You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing the céili singing to trad tunes
I never heard Carrickfergus ever sung so sweet
A cappella in the bar using her feet for a beat
Oh, I could have that voice playing on repeat for a week
And in this packed out room swear she was singing to me

[Chorus]
You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

[Verse 3]
And now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
To finish some Doritos and another bottle of wine
I swear I'm gonna put you in a song that I write
About a Galway Girl and a perfect night

[Chorus]
She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl","['pop', 'uk pop']",81,0.0735,0.624,0.8759999999999999,0.0,0.327,-3.3739999999999997,0.1,0.7809999999999999,99.943,0,0.13839285714285715,0.13839285714285715
Gangnam Style,Glee Cast,2012-11-26,"[TINA with NEW DIRECTIONS]
Oppan Gangnam Style!
Gangnam Style!

[NEW DIRECTIONS]
Bap bap ba da ba ba

[TINA]
Najeneun ttasaroun inganjeogin yeoja
Keopi hanjanui yeoyureul aneun pumgyeok inneun yeoja
Bami omyeon simjangi tteugeowojineun yeoja
Geureon banjeon inneun yeoja

[NEW DIRECTIONS]
Bap bap ba da ba ba

[TINA with KITTY & RYDER]
Naneun sanai
Najeneun neomankeum ttasaroun geureon sanai
Keopi sikgido jeone wonsyat ttaerineun sanai
Bami omyeon simjangi teojyeobeorineun sanai
Geureon sanai

[NEW DIRECTIONS]
Bap bap ba da ba ba

[TINA with NEW DIRECTIONS, (NEW DIRECTIONS)]
Areumdawo sarangseureowo
Geurae neo (Hey!)
Geurae baro neo (Hey!)
Areumdawo sarangseureowo
Geurae neo (Hey!)
Geurae baro neo (Hey!)

[TINA]
Jigeumbuteo gal dekkaji gabol

[TINA with NEW DIRECTIONS, (TINA), {NEW DIRECTIONS}]
Ka ka ka ka ka!
Oppan Gangnam Style (Uh)
Gangnam Style
Op, op, op, op
Oppan Gangnam Style (Uh)
Gangnam Style
Op, op, op, op
{Bap bap ba da ba ba}
Oppan Gangnam Style
Eh, sexy lady
Op, op, op, op
Oppan Gangnam Style
Eh, sexy lady
Op, op, op, op
Bap bap ba da ba ba

[TINA & (NEW DIRECTIONS)]
Jeongsukhae (Oh, oh, oh) (Ah, ah, ah) boijiman (Oh whoa whoa!) nol ttaen noneun yeoja (Oh, oh, oh) (Ah, ah, ah)
Ittaeda (Oh, oh, oh) (Ah, ah, ah) sipeumyeon (Oh whoa whoa!) mukkeotdeon meori puneun yeoja (Oh, oh, oh)
Garyeotjiman (Oh, oh, oh) (Ah, ah, ah) wenmanhan nochulboda (Oh whoa whoa!) (Ah, ah, ah) yahan yeoja
(Oh, oh, oh) Geureon gamgakjeogin (Oh whoa whoa!) yeoja

[NEW DIRECTIONS]
Bap bap ba ra pa pa

[TINA & (NEW DIRECTIONS)]
Naneun sanai (Ah, ah, ah)
Jeomjanha boijiman nol ttaen noneun sanai (Oh, oh)
Ttaega doemyeon wanjeon michyeobeorineun sanai (Ah, ah, ah)
Geunyukboda sasangi ultungbultunghan sanai (Oh, oh)
Geureon sanai

[NEW DIRECTIONS]
Bap bap ba da ba ba

[TINA with NEW DIRECTIONS, (NEW DIRECTIONS)]
Areumdawo sarangseureowo
Geurae neo (Hey!)
Geurae baro neo (Hey!)
Areumdawo sarangseureowo
Geurae neo (Hey!)
Geurae baro neo (Hey!)

[TINA]
Jigeumbuteo gal dekkaji gabol

[TINA with NEW DIRECTIONS, (TINA)]
Ka ka ka ka ka!
Oppan Gangnam Style (Uh)
Gangnam Style
Op, op, op, op
Oppan Gangnam Style (Uh)
Gangnam Style
Op, op, op, op
Oppan Gangnam Style (Bap bap ba ra pa pa)
Eh, sexy lady
Op, op, op, op
Oppan Gangnam Style
Eh, sexy lady
Op, op, op, op
Bap bap ba da ba ba

[TINA & (NEW DIRECTIONS)]
Ttwineun nom geu wie naneun nom
Baby baby
Naneun mwol jom aneun nom (Nom, nom, nom, nom, nom, nom)
Ttwineun nom geu wie naneun nom (Nom, nom, nom, nom, nom, nom)
Baby, baby (Nom, nom, nom, nom, nom)
Naneun mwol jom aneun nom

[NEW DIRECTIONS]
You know what I'm saying!

[TINA with NEW DIRECTIONS]
Oppan Gangnam Style
Bap bap ba da ba ba
Eh, sexy lady
Op, op, op, op
Oppan Gangnam Style
Eh, sexy lady
Op, op, op, op
Bap bap ba da ba ba
Oppan Gangnam Style
Uh!","['glee club', 'hollywood', 'post-teen pop']",39,0.0142,0.733,0.961,1.76e-05,0.0872,-4.629,0.172,0.858,131.99200000000002,0,0.03896103896103896,0.03896103896103896
GDFR,Flo Rida,2015-04-07,"[Chorus: Sage the Gemini]
I know what you came here to see
If you're a freak, then you comin' home with me
And I know what you came here to do
Now bust it open, let me see you get loose
It's goin' down for real
It's goin' down for real
It's goin' down for real

[Verse 1: Flo Rida]
Yo' girl just kissed a girl, I do bi chicks
Shake for a sheik, I'm throwin' these Emirates in the sky
Spendin' this As-salamu alaykum, peace to M-O-N-E-Y
I love my beaches, south beaches, surfboard in high tide
I could just roll up 'cause I'm swole up
So that birthday cake get the cobra
Bugatti for real, I'm cold, bruh
That auto-biography rover
Got the key to my city, it's over
It's no thots, only Anna Kournikova's
I set records, ratchets hol' up
(I set records, ratchets hol' up)

[Chorus: Sage the Gemini]
I know what you came here to see
If you're a freak, then you comin' home with me
And I know what you came here to do
Now bust it open, let me see you get loose
It's goin' down for real
It's goin' down for real
It's goin' down for real

[Verse 2: Sage the Gemini]
(And they already know me)
It's going down further than femurs
Girls get wetter than Katrina
Yeah, my girl, you've never seen her
'Cause my tints by limousines
My touch say it's the Midas
We the plus, your man a minus
My team blowin' on that slam
Make you cough-cough, that's Bronchitis
Put your hands up, oh
It's a stick up, no more makeup
Get that ass on the floor
Ladies, put your lipstick up
Double entendre, double entendre
While you're hatin', I get money
Then I double up tonkers

[Chorus: Sage the Gemini]
I know what you came here to see
If you're a freak, then you comin' home with me
And I know what you came here to do
Now bust it open, let me see you get loose
It's goin' down for real
It's goin' down for real
It's goin' down for real
It's goin' down for real
It's goin' down for real

[Bridge: Flo Rida]
Lift it, drop it, shake it, pop it
Lift it, drop it, shake it, pop it
Lift it, drop it, shake it, pop it
Lift it, drop it, shake it

[Outro: Sage the Gemini]
It's goin' down for real
It's goin' down for real
It's goin' down for real
It's goin' down for real
It's goin' down for real","['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",69,0.000704,0.657,0.8270000000000001,0.00534,0.065,-4.0360000000000005,0.0734,0.69,145.889,1,-0.08755760368663594,-0.06944444444444445
Get The Party Started,Shirley Bassey,2007,"Get this party started on a Saturday night
Everybody's waiting for me to arrive
I got lotsa style, check my gold diamond rings
I can go for miles if you know what I mean

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Sendin' out the message to all of my friends
We'll be lookin flashy in my Mercedes Benz
I got lotsa style, check my gold diamond rings
I can go for miles if you know what I mean
Get this party started on a Saturday night
Everybody's waitin for me to arrive

I'm comin' up so you better get this party started (I'm comin up, I'm comin'..)
I'm comin' up so you better get this party started

Pumpin up the volume, breakin down to the beat
Cruisin' through the west side
We'll be checkin' the scene
Boulevard is freakin' as I'm comin' up fast
I'll be burnin' rubber, you'll be kissin' my ass
Pull up to the bumper, get out of the car
License plate says Stunner #1 Superstar

I'm comin' up so you better get this party started (I'm comin up, I'm comin')
I'm comin' up so you better get this party started
Get this party started
Get this party started
Get this party started
Get this party started

Makin my connection as I enter the room
Everybody's chillin as I set up the groove
Pumpin' up the volume with this brand new beat
Everybody's dancin and their dancin for me
I'm your operator, you can call anytime
I'll be your connection to the party line

I'm comin' up so you better get this party started (I'm comin up, I'm comin'..)
I'm comin' up so you better get this party started

Get this party started
Get this party started
Get this party started
Get this party started
Get this party started
This party started

Right now!","['adult standards', 'easy listening', 'lounge', 'vocal jazz']",28,0.0233,0.603,0.87,0.00015900000000000002,0.0704,-3.197,0.0607,0.365,130.04399999999998,1,0.07368421052631578,0.09523809523809523
Ghost,Sasha Sloan,2019-06-28,"[Verse 1]
Yelling at the sky
Screaming at the world
Baby, why'd you go away?
I’m still your girl
Holding on too tight
Head up in the clouds
Heaven only knows where you are now

[Pre-Chorus]
How do I love, how do I love again?
How do I trust, how do I trust again?

[Chorus]
I stay up all night, tell myself I'm alright
Baby, you're just harder to see than most
I put the record on, wait ’til I hear our song
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost

[Verse 2]
Never got the chance
To say your last goodbye
I gotta move on
But it hurts to try

[Pre-Chorus]
How do I love, how do I love again?
How do I trust, how do I trust again?

[Chorus]
I stay up all night, tell myself I'm alright
Baby, you're just harder to see than most
I put the record on, wait 'til I hear our song
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost

[Bridge]
How do I love, how do I love again?
How do I trust, how do I trust again?

[Chorus]
I stay up all night, tell myself I’m alright
Baby, you’re just harder to see than most
I put the record on, wait 'til I hear our song
Every night, I’m dancing with your ghost
Every night, I'm dancing with your ghost
Every night, I'm dancing with your ghost","['australian pop', 'electropop', 'indie poptimism', 'pop']",74,0.7609999999999999,0.629,0.327,2.9600000000000005e-05,0.10300000000000001,-8.285,0.028999999999999998,0.381,74.953,0,0.13385826771653545,0.13385826771653545
